q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
0.041667,0.522453,0.294388,0.000020,0.796618,0.007467,-7630.347156,2.488721,4.000000,
